STATE,COUNTY,METRO_NAME,POPESTIMATE2019,LATITUDE,LONGITUDE,METRO_POPULATION,PERCENT_METRO_POPULATION
Iowa,Butler,Rural,14439,42.73172833,-92.79015971,,
Iowa,Calhoun,Rural,9668,42.38521079,-94.64046046,,
Iowa,Carroll,Rural,20165,42.03617207,-94.86032705,,
Iowa,Cass,Rural,12836,41.33149454,-94.92792482,,
Iowa,Cedar,Rural,18627,41.77233777,-91.13246684,,
Iowa,Cerro Gordo,Rural,42450,43.08177563,-93.2612239,,
Iowa,Cherokee,Rural,11235,42.73538914,-95.62389402,,
Iowa,Chickasaw,Rural,11933,43.06001295,-92.31773347,,
Iowa,Clarke,Rural,9395,41.02868181,-93.78499767,,
Iowa,Clay,Rural,16016,43.08247182,-95.15096481,,
Iowa,Clayton,Rural,17549,42.84443388,-91.34133693,,
Iowa,Clinton,Rural,46429,41.89981633,-90.53275096,,
Iowa,Crawford,Rural,16820,42.03718237,-95.3819718,,
Iowa,Dallas,Des Moines,93453,41.68560356,-94.04127625,635080,0.147
Iowa,Davis,Rural,9000,40.74773536,-92.41005468,,
Iowa,Decatur,Rural,7870,40.73742757,-93.78645949,,
Iowa,Delaware,Rural,17011,42.47104597,-91.3664492,,
Iowa,Des Moines,Rural,38967,40.92012606,-91.18326592,,
Iowa,Dickinson,Rural,17258,43.37787725,-95.1510206,,
Iowa,Dubuque,Dubuque,97311,42.46815349,-90.88181925,97311,1.000
Iowa,Emmet,Rural,9208,43.37782951,-94.67858943,,
Iowa,Fayette,Rural,19650,42.86271799,-91.84412310000000,,
Iowa,Floyd,Rural,15642,43.06000530000000,-92.78940097,,
Iowa,Franklin,Rural,10070,42.73270384,-93.26256925,,
Iowa,Fremont,Rural,6960,40.74542720000000,-95.60129045,,
Iowa,Greene,Rural,8888,42.03614551,-94.39658081,,
Iowa,Grundy,Rural,12232,42.40183723,-92.78829551,,
Iowa,Guthrie,Rural,10689,41.68378965,-94.50111014,,
Iowa,Hamilton,Rural,14773,42.38382428,-93.70197703,,
Iowa,Hancock,Rural,10630,43.08178477,-93.73454884,,
Iowa,Hardin,Rural,16846,42.38353877,-93.23654611,,
Iowa,Harrison,Rural,14049,41.68330137,-95.81558439,,
Iowa,Henry,Rural,19954,40.98767962,-91.54436349,,
Iowa,Howard,Rural,9158,43.35671042,-92.31702714,,
Iowa,Humboldt,Rural,9558,42.7764426,-94.20722537,,
Iowa,Ida,Rural,6860,42.38696136,-95.51355387,,
Iowa,Jackson,Rural,19439,42.17178824,-90.57354837,,
Iowa,Jasper,Rural,37185,41.68576082,-93.05567785,,
Iowa,Jefferson,Rural,18295,41.03192394,-91.94849466,,
Iowa,Johnson,Iowa City,151140,41.67169354,-91.58754744,151140,1.000
Iowa,Jones,Rural,20681,42.12118609,-91.13139641,,
Iowa,Keokuk,Rural,10246,41.33649833,-92.1785067,,
Iowa,Kossuth,Rural,14813,43.20405458,-94.20691791,,
Iowa,Lee,Rural,33657,40.64181461,-91.48183025,,
Iowa,Linn,Cedar Rapids,226706,42.07923082,-91.59809485,226706,1.000
Iowa,Louisa,Rural,11035,41.21842119,-91.26102611,,
Iowa,Lucas,Rural,8600,41.02958964,-93.32780803,,
Iowa,Lyon,Rural,11755,43.38107862,-96.20926845,,
Iowa,Madison,Rural,16338,41.33081904,-94.01554631,,
Iowa,Mahaska,Rural,22095,41.33521503,-92.64083907,,
Iowa,Marion,Rural,33253,41.33445101,-93.09934783,,
Iowa,Marshall,Rural,39369,42.03586837,-92.99908190000000,,
Iowa,Mills,Rural,15109,41.03299766,-95.61920963,,
Iowa,Mitchell,Rural,10586,43.35638371,-92.78887719,,
Iowa,Monona,Rural,8615,42.05220391,-95.95743843,,
Iowa,Monroe,Rural,7707,41.02988815,-92.8690667,,
Iowa,Montgomery,Rural,9917,41.03018714,-95.15642896,,
Iowa,Muscatine,Rural,42664,41.48370744,-91.11216970000000,,
Iowa,O'Brien,Rural,13753,43.08310673,-95.62474482,,
Iowa,Osceola,Rural,5958,43.37824276,-95.62422844,,
Iowa,Page,Rural,15107,40.7393172,-95.1497813,,
Iowa,Palo Alto,Rural,8886,43.08193849,-94.67824621,,
Iowa,Plymouth,Rural,25177,42.737633,-96.21366621,,
Iowa,Pocahontas,Rural,6619,42.73420133,-94.67862564,,
Iowa,Polk,Des Moines,490161,41.68679484,-93.57767461,635080,0.772
Iowa,Pottawattamie,Omaha,93206,41.33640314,-95.53907776,851729,0.109
Iowa,Poweshiek,Rural,18504,41.68625425,-92.53155731,,
Iowa,Ringgold,Rural,4894,40.73518949,-94.24368535,,
Iowa,Sac,Rural,9721,42.38624071,-95.10547892,,
Iowa,Scott,Davenport-Moline-Rock Island,172943,41.63935978,-90.61959493,314822,0.549
Iowa,Shelby,Rural,11454,41.6850066,-95.31015553,,
Iowa,Sioux,Rural,34855,43.08221074,-96.17675680000000,,
Iowa,Story,Rural,97117,42.03621213,-93.46499005,,
Iowa,Tama,Rural,16854,42.07991767,-92.53266945,,
Iowa,Taylor,Rural,6121,40.73710579,-94.69778563,,
Iowa,Union,Rural,12241,41.0277278,-94.24234847,,
Iowa,Van Buren,Rural,7044,40.75326764,-91.95017958,,
Iowa,Wapello,Rural,34969,41.03064984,-92.40954728,,
Iowa,Warren,Des Moines,51466,41.33559454,-93.56007641,635080,0.081
Iowa,Washington,Rural,21965,41.33577126,-91.71725711,,
Iowa,Wayne,Rural,6441,40.73969028,-93.32752197,,
Iowa,Webster,Rural,35904,42.42853483,-94.17987389,,
Iowa,Winnebago,Rural,10354,43.37751174,-93.73407298,,
Iowa,Winneshiek,Rural,19991,43.29094334,-91.84422722,,
Iowa,Woodbury,Sioux City,103107,42.38979414,-96.0459439,103107,1.000
Iowa,Worth,Rural,7381,43.37750768,-93.26087602,,
Iowa,Wright,Rural,12562,42.73305373,-93.73515113,,
Kansas,Allen,Rural,12369,37.88582951,-95.30030847,,
Kansas,Anderson,Rural,7858,38.21413251,-95.29272815,,
Kansas,Atchison,Rural,16073,39.53185661,-95.30870026,,
Kansas,Barber,Rural,4427,37.2288586,-98.68460053,,
Kansas,Barton,Rural,25779,38.47889676,-98.75636726,,
Kansas,Bourbon,Rural,14534,37.85508555,-94.84865997,,
Kansas,Brown,Rural,9564,39.82652589,-95.56421698,,
Kansas,Butler,Wichita,66911,37.78134351,-96.83878537,582953,0.115
Kansas,Chase,Rural,2648,38.30292938,-96.59563862,,
Kansas,Chautauqua,Rural,3250,37.14994405,-96.2454192,,
Kansas,Cherokee,Rural,19939,37.16928494,-94.8462897,,
Kansas,Cheyenne,Rural,2657,39.78580976,-101.7318201,,
Kansas,Clark,Rural,1994,37.23577007,-99.81883015,,
Kansas,Clay,Rural,8002,39.34948772,-97.16518128,,
Kansas,Cloud,Rural,8786,39.48028352,-97.64925343,,
Kansas,Coffey,Rural,8179,38.2365018,-95.73379515,,
Kansas,Comanche,Rural,1700,37.19114520000000,-99.27113247,,
Kansas,Cowley,Rural,34908,37.23781842,-96.83776647,,
Kansas,Crawford,Rural,38818,37.50675523,-94.85245778,,
Kansas,Decatur,Rural,2827,39.78468441,-100.45940810000000,,
Kansas,Dickinson,Rural,18466,38.86600962,-97.15532383,,
Kansas,Doniphan,Rural,7600,39.79067154,-95.14056866,,
Kansas,Douglas,Lawrence,122259,38.88503636,-95.2925121,122259,1.000
Kansas,Edwards,Rural,2798,37.88735543,-99.31263309,,
Kansas,Elk,Rural,2530,37.45338105,-96.24369667,,
Kansas,Ellis,Rural,28553,38.91458712,-99.31751551,,
Kansas,Ellsworth,Rural,6102,38.69677695,-98.20462799,,
Kansas,Finney,Rural,36467,38.04340344,-100.73819380000000,,
Kansas,Ford,Rural,33619,37.69200114,-99.88825298,,
Kansas,Franklin,Rural,25544,38.56443815,-95.28644341,,
Kansas,Geary,Rural,31670,38.99871131,-96.7577178,,
Kansas,Gove,Rural,2636,38.91588178,-100.4829321,,
Kansas,Graham,Rural,2482,39.34987223,-99.88332493,,
Kansas,Grant,Rural,7150,37.56227336,-101.3079758,,
Kansas,Gray,Rural,5988,37.73836671,-100.4369088,,
Kansas,Greeley,Rural,1232,38.4808095,-101.8061079,,
Kansas,Greenwood,Rural,5982,37.8774388,-96.23250453,,
Kansas,Hamilton,Rural,2539,37.99978709,-101.7921066,,
Kansas,Harper,Rural,5436,37.19175361,-98.07578384,,
Kansas,Harvey,Rural,34429,38.04293782,-97.42747573,,
Kansas,Haskell,Rural,3968,37.562039400000000,-100.8710738,,
Kansas,Hodgeman,Rural,1794,38.08780079,-99.89829881,,
Kansas,Jackson,Rural,13171,39.41673394,-95.79356799,,
Kansas,Jefferson,Rural,19043,39.2347941,-95.38289232,,
Kansas,Jewell,Rural,2879,39.78470589,-98.21820662,,
Kansas,Johnson,Kansas City,602401,38.88548175,-94.82250877,2012745,0.299
Kansas,Kearny,Rural,3838,38.00017981,-101.32168100000000,,
Kansas,Kingman,Rural,7152,37.55909527,-98.13638678,,
Kansas,Kiowa,Rural,2475,37.55848695,-99.2856537,,
Kansas,Labette,Rural,19618,37.19113093,-95.29849679,,
Kansas,Lane,Rural,1535,38.48119447,-100.46607540000000,,
Kansas,Leavenworth,Kansas City,81758,39.20183497,-95.03620809,2012745,0.041
Kansas,Lincoln,Rural,2962,39.04549684,-98.20756994,,
Kansas,Linn,Rural,9703,38.21267844,-94.84254089,,
Kansas,Logan,Rural,2794,38.91735806,-101.148475,,
Kansas,Lyon,Rural,33195,38.45576156,-96.15275715,,
Kansas,Marion,Rural,11884,38.35855394,-97.09852510000000,,
Kansas,Marshall,Rural,9707,39.78359669,-96.52278974,,
Kansas,McPherson,Rural,28542,38.39184858,-97.64769869,,
Kansas,Meade,Rural,4033,37.23859987,-100.36483100000000,,
Kansas,Miami,Rural,34237,38.56383358,-94.83832189,,
Kansas,Mitchell,Rural,5979,39.39331582,-98.20906732,,
Kansas,Montgomery,Rural,31829,37.19236568,-95.74329258,,
Kansas,Morris,Rural,5620,38.68827511,-96.65128437,,
Kansas,Morton,Rural,2587,37.19141121,-101.79925190000000,,
Kansas,Nemaha,Rural,10231,39.78345387,-96.01392079,,
Kansas,Neosho,Rural,16007,37.55862897,-95.30670046,,
Kansas,Ness,Rural,2750,38.47974157,-99.91547333,,
Kansas,Norton,Rural,5361,39.78443827,-99.90286639,,
Kansas,Osage,Rural,15949,38.65235984,-95.72707998,,
Kansas,Osborne,Rural,3421,39.3503437,-98.76753828,,
Kansas,Ottawa,Rural,5704,39.13237408,-97.65020313,,
Kansas,Pawnee,Rural,6414,38.18108732,-99.23692334,,
Kansas,Phillips,Rural,5234,39.78465501,-99.34668865,,
Kansas,Pottawatomie,Rural,24383,39.37925655,-96.34564657,,
Kansas,Pratt,Rural,9164,37.64780729,-98.73922153,,
Kansas,Rawlins,Rural,2530,39.78525843,-101.07616170000000,,
Kansas,Reno,Rural,61998,37.95230263,-98.08607292,,
Kansas,Republic,Rural,4636,39.82799632,-97.65036709,,
Kansas,Rice,Rural,9537,38.34616184,-98.19992118,,
Kansas,Riley,Rural,74232,39.28935726,-96.73420026,,
Kansas,Rooks,Rural,4920,39.35022773,-99.32484567,,
Kansas,Rush,Rural,3036,38.52275276,-99.30863983,,
Kansas,Russell,Rural,6856,38.91462787,-98.76254297,,
Kansas,Saline,Rural,54224,38.78369175,-97.65185177,,
Kansas,Scott,Rural,4823,38.48222076,-100.90665390000000,,
Kansas,Sedgwick,Wichita,516042,37.6842718,-97.4608198,582953,0.885
Kansas,Seward,Rural,21428,37.19324632,-100.85072010000000,,
Kansas,Shawnee,Topeka,176875,39.04100763,-95.75572640000000,176875,1.000
Kansas,Sheridan,Rural,2521,39.35018161,-100.44182590000000,,
Kansas,Sherman,Rural,5917,39.35147699,-101.71976240000000,,
Kansas,Smith,Rural,3583,39.78516566,-98.78566062,,
Kansas,Stafford,Rural,4156,38.03100851,-98.71762001,,
Kansas,Stanton,Rural,2006,37.56304714,-101.78435340000000,,
Kansas,Stevens,Rural,5485,37.1923008,-101.3118967,,
Kansas,Sumner,Rural,22836,37.23682549,-97.47721621,,
Kansas,Thomas,Rural,7777,39.35107575,-101.0553705,,
Kansas,Trego,Rural,2803,38.91467218,-99.87284448,,
Kansas,Wabaunsee,Rural,6931,38.95471985,-96.20350509,,
Kansas,Wallace,Rural,1518,38.91686134,-101.76388760000000,,
Kansas,Washington,Rural,5406,39.78420784,-97.08753230000000,,
Kansas,Wichita,Rural,2119,38.48178252,-101.3471509,,
Kansas,Wilson,Rural,8525,37.55937174,-95.74323255,,
Kansas,Woodson,Rural,3138,37.8865336,-95.74006277,,
Kansas,Wyandotte,Kansas City,165429,39.11727348,-94.76378225,2012745,0.082
Kentucky,Adair,Rural,19202,37.10459774,-85.28129668,,
Kentucky,Allen,Rural,21315,36.75197631,-86.19457544,,
Kentucky,Anderson,Rural,22747,38.00671029,-84.99171713,,
Kentucky,Ballard,Rural,7888,37.05842757,-88.99427697,,
Kentucky,Barren,Rural,44249,36.96469836,-85.93338945,,
Kentucky,Bath,Rural,12500,38.14735938,-83.74588932,,
Kentucky,Bell,Rural,26032,36.73355174,-83.67766671,,
Kentucky,Boone,Cincinatti-Hamilton,133581,38.97065142,-84.72615357,1652666,0.081
Kentucky,Bourbon,Rural,19788,38.2054607,-84.21827874,,
Kentucky,Boyd,Rural,46718,38.36176608,-82.68652187,,
Kentucky,Boyle,Rural,30060,37.62680923,-84.8633779,,
Kentucky,Bracken,Rural,8303,38.69158994,-84.08532444,,
Kentucky,Breathitt,Rural,12630,37.52333168,-83.31959161,,
Kentucky,Breckinridge,Rural,20477,37.77377239,-86.42885017,,
Kentucky,Bullitt,Louisville,81676,37.97162523,-85.68955617,1112056,0.073
Kentucky,Butler,Rural,12879,37.20946153,-86.68748787,,
Kentucky,Caldwell,Rural,12747,37.14749129,-87.86948214,,
Kentucky,Calloway,Rural,39001,36.62093411,-88.2731593,,
Kentucky,Campbell,Cincinatti-Hamilton,93584,38.94384345,-84.37875208,1652666,0.057
Kentucky,Carlisle,Rural,4760,36.85372876,-88.96692220000000,,
Kentucky,Carroll,Rural,10631,38.66599534,-85.12601074,,
Kentucky,Carter,Rural,26797,38.31690743,-83.05092385,,
Kentucky,Casey,Rural,16159,37.32533118,-84.92726209,,
Kentucky,Christian,Clarksville-Hopkinsville,70461,36.89267803,-87.49055367,279454,0.252
Kentucky,Clark,Rural,36263,37.9689263,-84.14615986,,
Kentucky,Clay,Rural,19901,37.16451126,-83.712575,,
Kentucky,Clinton,Rural,10218,36.72581156,-85.13377529,,
Kentucky,Crittenden,Rural,8806,37.35839237,-88.08826090000000,,
Kentucky,Cumberland,Rural,6614,36.78926125,-85.39050034,,
Kentucky,Daviess,Owensboro,101511,37.73028906,-87.09019480000000,101511,1.000
Kentucky,Edmonson,Rural,12150,37.21218923,-86.23955613,,
Kentucky,Elliott,Rural,7517,38.11624059,-83.09771563,,
Kentucky,Estill,Rural,14106,37.69241417,-83.95956369,,
Kentucky,Fayette,Lexington-Fayette,323152,38.0368225,-84.45576892,473143,0.683
Kentucky,Fleming,Rural,14581,38.36758311,-83.69657514,,
Kentucky,Floyd,Rural,35589,37.56213922,-82.74750924,,
Kentucky,Franklin,Rural,50991,38.2379395,-84.87962551,,
Kentucky,Fulton,Rural,5969,36.55238827,-89.20140068,,
Kentucky,Gallatin,Rural,8869,38.75398691,-84.8558382,,
Kentucky,Garrard,Rural,17666,37.638866800000000,-84.53289319,,
Kentucky,Grant,Rural,25069,38.64962758,-84.62415957,,
Kentucky,Graves,Rural,37266,36.72292505,-88.65143315,,
Kentucky,Grayson,Rural,26427,37.46231118,-86.34248968,,
Kentucky,Green,Rural,10941,37.26484328,-85.5540745,,
Kentucky,Greenup,Rural,35098,38.54332505,-82.9215658,,
Kentucky,Hancock,Rural,8722,37.83766422,-86.78280584,,
Kentucky,Hardin,Rural,110958,37.6976111,-85.96319251,,
Kentucky,Harlan,Rural,26010,36.85699301,-83.21899516,,
Kentucky,Harrison,Rural,18886,38.44188174,-84.32869741,,
Kentucky,Hart,Rural,19035,37.29943898,-85.88461055,,
Kentucky,Henderson,Rural,45210,37.79344553,-87.57392021,,
Kentucky,Henry,Rural,16126,38.44942688,-85.11587507,,
Kentucky,Hickman,Rural,4380,36.67948080000000,-88.97875928,,
Kentucky,Hopkins,Rural,44686,37.30939025,-87.54670406,,
Kentucky,Jackson,Rural,13329,37.41866422,-83.99825483,,
Kentucky,Jefferson,Louisville,766757,38.18664655,-85.65931031,1112056,0.690
Kentucky,Jessamine,Rural,54115,37.87119786,-84.58252003,,
Kentucky,Johnson,Rural,22188,37.85106355,-82.8264322,,
Kentucky,Kenton,Cincinatti-Hamilton,166998,38.93950319,-84.53241199,1652666,0.101
Kentucky,Knott,Rural,14806,37.35388197,-82.94981134,,
Kentucky,Knox,Rural,31145,36.89225732,-83.85403396,,
Kentucky,Larue,Rural,14398,37.54567114,-85.70138352,,
Kentucky,Laurel,Rural,60813,37.10975748,-84.11321779,,
Kentucky,Lawrence,Rural,15317,38.07136018,-82.72882223,,
Kentucky,Lee,Rural,7403,37.59645942,-83.71513901,,
Kentucky,Leslie,Rural,9877,37.09246661,-83.37999606,,
Kentucky,Letcher,Rural,21553,37.12306748,-82.85346474,,
Kentucky,Lewis,Rural,13275,38.53184419,-83.37735618,,
Kentucky,Lincoln,Rural,24549,37.45475628,-84.6565327,,
Kentucky,Livingston,Rural,9194,37.21137452,-88.34797529,,
Kentucky,Logan,Rural,27102,36.85949479,-86.877635,,
Kentucky,Lyon,Rural,8210,37.02080035,-88.07886257,,
Kentucky,Madison,Lexington-Fayette,92987,37.71659336,-84.27220275,473143,0.197
Kentucky,Magoffin,Rural,12161,37.70820545,-83.0657714,,
Kentucky,Marion,Rural,19273,37.55218078,-85.26898542,,
Kentucky,Marshall,Rural,31100,36.88007070000000,-88.32803576,,
Kentucky,Martin,Rural,11195,37.79990579,-82.51247478,,
Kentucky,Mason,Rural,17070,38.59471935,-83.82151043,,
Kentucky,McCracken,Rural,65418,37.05350953,-88.70445755,,
Kentucky,McCreary,Rural,17231,36.73874143,-84.48102924,,
Kentucky,McLean,Rural,9207,37.5301951,-87.26803443,,
Kentucky,Meade,Rural,28572,37.96163597,-86.21028219,,
Kentucky,Menifee,Rural,6489,37.94090733,-83.59985712,,
Kentucky,Mercer,Rural,21933,37.81474237,-84.87488475,,
Kentucky,Metcalfe,Rural,10071,36.99459295,-85.63123699,,
Kentucky,Monroe,Rural,10650,36.71225341,-85.71596443,,
Kentucky,Montgomery,Rural,28157,38.03253032,-83.9145241,,
Kentucky,Morgan,Rural,13309,37.92465657,-83.25558245,,
Kentucky,Muhlenberg,Rural,30622,37.21425819,-87.14632053,,
Kentucky,Nelson,Rural,46233,37.80335779,-85.4657193,,
Kentucky,Nicholas,Rural,7269,38.33342292,-84.01889177,,
Kentucky,Ohio,Rural,23994,37.47751843,-86.85368087,,
Kentucky,Oldham,Louisville,66799,38.39791089,-85.448222,1112056,0.060
Kentucky,Owen,Rural,10901,38.51679143,-84.82404619,,
Kentucky,Owsley,Rural,4415,37.42823949,-83.68811419,,
Kentucky,Pendleton,Rural,14590,38.69607718,-84.35599463,,
Kentucky,Perry,Rural,25758,37.25023553,-83.22922731,,
Kentucky,Pike,Rural,57876,37.47088263,-82.39487445,,
Kentucky,Powell,Rural,12359,37.83218794,-83.82553961,,
Kentucky,Pulaski,Rural,64979,37.10466131,-84.57629079,,
Kentucky,Robertson,Rural,2108,38.51923469,-84.05055616,,
Kentucky,Rockcastle,Rural,16695,37.36642393,-84.31176452,,
Kentucky,Rowan,Rural,24460,38.19484205,-83.42088935,,
Kentucky,Russell,Rural,17923,36.99308373,-85.06070117,,
Kentucky,Scott,Lexington-Fayette,57004,38.29622293,-84.5816631,473143,0.121
Kentucky,Shelby,Rural,49024,38.21476019,-85.194223,,
Kentucky,Simpson,Rural,18572,36.74058474,-86.58047435,,
Kentucky,Spencer,Rural,19351,38.03223971,-85.32749335,,
Kentucky,Taylor,Rural,25769,37.3677562,-85.3329931,,
Kentucky,Todd,Rural,12294,36.8381152,-87.17878374,,
Kentucky,Trigg,Rural,14651,36.80767017,-87.87333656,,
Kentucky,Trimble,Rural,8471,38.61056487,-85.33775972,,
Kentucky,Union,Rural,14381,37.66166713,-87.94300009,,
Kentucky,Warren,Rural,132896,36.99903045,-86.42672751,,
Kentucky,Washington,Rural,12095,37.75599461,-85.17407732,,
Kentucky,Wayne,Rural,20333,36.80310688,-84.8251971,,
Kentucky,Webster,Rural,12942,37.52168356,-87.67989953,,
Kentucky,Whitley,Rural,36264,36.75700531,-84.14541217,,
Kentucky,Wolfe,Rural,7157,37.73941626,-83.49303612,,
Kentucky,Woodford,Rural,26734,38.04178222,-84.7417556,,
Louisiana,Acadia,Rural,62045,30.295064900000000,-92.41419698,,
Louisiana,Allen,Rural,25627,30.65385745,-92.82442028,,
Louisiana,Ascension,Baton Rouge,126604,30.20406249,-90.91328410000000,707452,0.179
Louisiana,Assumption,Rural,21891,29.89946234,-91.06461642,,
Louisiana,Avoyelles,Rural,40144,31.07796211,-92.00079449,,
Louisiana,Beauregard,Rural,37497,30.64836518,-93.34173616,,
Louisiana,Bienville,Rural,13241,32.34569994,-93.05398492,,
Louisiana,Bossier,Shreveport,127039,32.67932307,-93.60460152,367243,0.346
Louisiana,Caddo,Shreveport,240204,32.57991587,-93.88375652,367243,0.654
Louisiana,Calcasieu,Lake Charles,203436,30.22931235,-93.35400434,203436,1.000
Louisiana,Caldwell,Rural,9918,32.0902519,-92.11752148,,
Louisiana,Cameron,Rural,6973,29.87592238,-93.19310676,,
Louisiana,Catahoula,Rural,9494,31.66778967,-91.84526385,,
Louisiana,Claiborne,Rural,15670,32.82308512,-92.99526883,,
Louisiana,Concordia,Rural,19259,31.44817835,-91.63814433,,
Louisiana,De Soto,Rural,27463,32.05457447,-93.74130302,,
Louisiana,East Baton Rouge,Baton Rouge,440059,30.53842039,-91.09777565,707452,0.622
Louisiana,East Carroll,Rural,6861,32.73926954,-91.23425694,,
Louisiana,East Feliciana,Rural,19135,30.84425359,-91.04976723,,
Louisiana,Evangeline,Rural,33395,30.72985248,-92.39915924,,
Louisiana,Franklin,Rural,20015,32.13675181,-91.67589857,,
Louisiana,Grant,Rural,22389,31.59882456,-92.56124347,,
Louisiana,Iberia,Rural,69830,29.86803617,-91.75871777,,
Louisiana,Iberville,Rural,32511,30.25734305,-91.3499598,,
Louisiana,Jackson,Rural,15744,32.30251776,-92.55692092,,
Louisiana,Jefferson,New Orleans,432493,29.74075478,-90.11115756,1083056,0.399
Louisiana,Jefferson Davis,Rural,31368,30.26896765,-92.81210004,,
Louisiana,Lafayette,Lafayette,244390,30.2049055,-92.06959876,244390,1.000
Louisiana,Lafourche,Houma,97614,29.52470226,-90.40976986,208075,0.469
Louisiana,LaSalle,Rural,14892,31.67884782,-92.15907765,,
Louisiana,Lincoln,Rural,46742,32.6003154,-92.66597410000000,,
Louisiana,Livingston,Baton Rouge,140789,30.44143993,-90.73061664,707452,0.199
Louisiana,Madison,Rural,10951,32.36918118,-91.23973355,,
Louisiana,Morehouse,Rural,24874,32.81686191,-91.80421614,,
Louisiana,Natchitoches,Rural,38158,31.72321584,-93.09816516,,
Louisiana,Orleans,New Orleans,390144,30.06971951,-89.92660315,1083056,0.360
Louisiana,Ouachita,Monroe,153279,32.47645559,-92.15704172,153279,1.000
Louisiana,Plaquemines,Rural,23197,29.42245447,-89.60322085,,
Louisiana,Pointe Coupee,Rural,21730,30.71409502,-91.60209535,,
Louisiana,Rapides,Alexandria,129648,31.19778499,-92.52997303,129648,1.000
Louisiana,Red River,Rural,8442,32.09530039,-93.34213308,,
Louisiana,Richland,Rural,20122,32.41391005,-91.76634876,,
Louisiana,Sabine,Rural,23884,31.56388699,-93.55433981,,
Louisiana,St. Bernard,Rural,47244,29.87761636,-89.51887093,,
Louisiana,St. Charles,Rural,53100,29.90709658,-90.35555967,,
Louisiana,St. Helena,Rural,10132,30.82210324,-90.71013176,,
Louisiana,St. James,Rural,21096,30.02531716,-90.80212061,,
Louisiana,St. John the Baptist,Rural,42837,30.12597499,-90.4753503,,
Louisiana,St. Landry,Rural,82124,30.59724262,-92.00135806,,
Louisiana,St. Martin,Rural,53431,30.13112107,-91.61403569,,
Louisiana,St. Mary,Rural,49348,29.69262097,-91.44702164,,
Louisiana,St. Tammany,New Orleans,260419,30.40942847,-89.95642711,1083056,0.240
Louisiana,Tangipahoa,Rural,134758,30.62888673,-90.40664996,,
Louisiana,Tensas,Rural,4334,32.00760749,-91.32915234,,
Louisiana,Terrebonne,Houma,110461,29.37343766,-90.82626855,208075,0.531
Louisiana,Union,Rural,22108,32.83121059,-92.3749373,,
Louisiana,Vermilion,Rural,59511,29.83517605,-92.30292538,,
Louisiana,Vernon,Rural,47429,31.10884837,-93.18153838,,
Louisiana,Washington,Rural,46194,30.85288548,-90.03866652,,
Louisiana,Webster,Rural,38340,32.70847669,-93.33121835,,
Louisiana,West Baton Rouge,Rural,26465,30.46058217,-91.30989571,,
Louisiana,West Carroll,Rural,10830,32.78550125,-91.461201,,
Louisiana,West Feliciana,Rural,15568,30.87882871,-91.41485380000000,,
Louisiana,Winn,Rural,13904,31.94449367,-92.63789413,,
Maine,Androscoggin,Lewiston-Auburgn,108277,44.1664747,-70.20380627,108277,1.000
Maine,Aroostook,Rural,67055,46.65926321,-68.59841248,,
Maine,Cumberland,Portland,295003,43.8370751,-70.37226999,295003,1.000
Maine,Franklin,Rural,30199,44.97330019,-70.44381045,,
Maine,Hancock,Rural,54987,44.59816444,-68.38401854,,
Maine,Kennebec,Rural,122302,44.40759555,-69.76738544,,
Maine,Knox,Rural,39772,44.11486325,-69.10529169,,
Maine,Lincoln,Rural,34634,44.05996956,-69.54227124,,
Maine,Oxford,Rural,57975,44.49952995,-70.75682123,,
Maine,Penobscot,Bangor,152148,45.40194593,-68.65020455,152148,1.000
Maine,Piscataquis,Rural,16785,45.83839062,-69.2860223,,
Maine,Sagadahoc,Rural,35856,43.95415864,-69.85074999,,
Maine,Somerset,Rural,50484,45.51229767,-69.95995554,,
Maine,Waldo,Rural,39715,44.4858305,-69.12061935,,
Maine,Washington,Rural,31379,45.01607142,-67.62813524,,
Maine,York,Portsmouth-Dover-Rochester,207641,43.47808377,-70.71052375,338274,0.614
Maryland,Allegany,Cumberland,70416,39.62357628,-78.69280486,70416,1.000
Maryland,Anne Arundel,Baltimore,579234,39.00670238,-76.60329337,2749672,0.211
Maryland,Baltimore,Baltimore,827370,39.45784712,-76.62911955,2749672,0.301
Maryland,Baltimore City,Baltimore,593490,39.30211911,-76.61151012,2749672,0.216
Maryland,Calvert,Rural,92525,38.53961642,-76.56820632,,
Maryland,Caroline,Rural,33406,38.87172293,-75.82904158,,
Maryland,Carroll,Baltimore,168447,39.56453592,-77.02373735,2749672,0.061
Maryland,Cecil,Wilmington,102855,39.56647682,-75.94627411,661608,0.156
Maryland,Charles,Washington DC,163257,38.51092331,-76.98580666,3503534,0.047
Maryland,Dorchester,Rural,31929,38.45413522,-76.02752426,,
Maryland,Frederick,Washington DC,259547,39.47296601,-77.39999394,3503534,0.074
Maryland,Garrett,Rural,29014,39.52786077,-79.27355126,,
Maryland,Harford,Baltimore,255441,39.55010644,-76.30775940000000,2749672,0.093
Maryland,Howard,Baltimore,325690,39.25305293,-76.93126208,2749672,0.118
Maryland,Kent,Rural,19422,39.24976208,-76.04741541,,
Maryland,Montgomery,Washington DC,1050688,39.13676329,-77.20358245,3503534,0.300
Maryland,Prince George's,Washington DC,909327,38.83070039,-76.8496441,3503534,0.260
Maryland,Queen Anne's,Rural,50381,39.06198912,-76.03530977,,
Maryland,Somerset,Rural,25616,38.1163542,-75.75118623,,
